vehicleid;stocktype;licenseplate;chassisnumber;registrationdate;makename;modelname;description;segment;segmento_mercato;segment_description;wltp_co2emission;fuel;alimentazione;alimentazione_fuel_code;transmission;external_color;internal_color;optional;prezzo_accessori;location;location_address;estimateddeliverydate;arrivaldate;comments;rating;showcasecode;showcase;catalogcode;catalog;data_listino;prezzo_listino;catalogfrom;datascadenzaopzione;stato_opzione1;stato_opzione2;neopatentati
40821710;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Mercury Grey metallizzato;Tessuto Nero e Asfalto;Colore Mercury Grey metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821715;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Mercury Grey metallizzato;Tessuto Nero e Asfalto;Colore Mercury Grey metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821724;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Mercury Grey metallizzato;Tessuto Nero e Asfalto;Colore Mercury Grey metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;31/03/2026;OPZIONATO; ;SI
40821726;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Mercury Grey metallizzato;Tessuto Nero e Asfalto;Colore Mercury Grey metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821736;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Mercury Grey metallizzato;Tessuto Nero e Asfalto;Colore Mercury Grey metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821754;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Night Black metallizzato;Tessuto Nero e Asfalto;Colore Night Black metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821755;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Night Black metallizzato;Tessuto Nero e Asfalto;Colore Night Black metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821770;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Night Black metallizzato;Tessuto Nero e Asfalto;Colore Night Black metallizzato,Kit di riparazione;672,13;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821788;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Polar White pastello;Tessuto Nero e Asfalto;Colore Polar White Pastello,Kit di riparazione;426,23;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821795;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Polar White pastello;Tessuto Nero e Asfalto;Colore Polar White Pastello,Kit di riparazione;426,23;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40821796;Stock New;;;;CITROËN;C3;CITROËN C3 Hybrid 110 cv Automatico PLUS Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;114;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Polar White pastello;Tessuto Nero e Asfalto;Colore Polar White Pastello,Kit di riparazione;426,23;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";12/10/2026;;;;403240;Stock Open;26A1CSCA5HJGWL0A032;Active;05/03/2026;17336,07;05/03/2026;; ; ;SI
40804266;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";06/07/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804270;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";06/07/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804282;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";06/07/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804301;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";06/07/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804313;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Nero Perla (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804336;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Okenite (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804339;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Okenite (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804340;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Okenite (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;03/04/2026;OPZIONATO; ;NO
40804352;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Okenite (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;31/03/2026;OPZIONATO; ;NO
40804366;Stock New;;;;PEUGEOT;208;PEUGEOT 208 Allure Hybrid 145 e-DCS6 auto Hatchback 5-door (Euro 6E) ;CBG;B;Small - Hatchback/Sedan - Generic;102;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Bianco Okenite (metallizzato);Tessuto Casual Lomsa/TEP antracite;Kit di riparazione pneumatici,Vernice metallizzata;754,09;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/06/2026;;4Vantage;;403240;Stock Open;25A1PP2A5PJHWB0A0H0;Ad hoc;06/10/2025;22040,98;06/10/2025;; ; ;NO
40804384;Stock New;;;;OPEL;MOKKA;OPEL MOKKA Hybrid 145cv Edition DCT6 Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;Small - Suv/Cross Over - Generic;108;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kontrast Grey Metallizzato;Tessuto Axion Modene;Kit riparazione,Vernice metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/05/2026;;4VANTAGE;;403240;Stock Open;26A1GQOSYKJHWB0A060;Ad hoc;03/11/2025;24426,23;03/11/2025;30/03/2026;OPZIONATO;OPZIONATO;SI
40804406;Stock New;;;;OPEL;MOKKA;OPEL MOKKA Hybrid 145cv Edition DCT6 Sport utility vehicle 5-door (Euro 6E) ;CSG;B-Suv;Small - Suv/Cross Over - Generic;108;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Kontrast Grey Metallizzato;Tessuto Axion Modene;Kit riparazione,Vernice metallizzata;696,72;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";11/05/2026;;4VANTAGE;;403240;Stock Open;26A1GQOSYKJHWB0A060;Ad hoc;03/11/2025;24426,23;03/11/2025;30/03/2026;OPZIONATO;OPZIONATO;SI
40814047;Stock New;;;;KIA;PICANTO;KIA PICANTO 1.0 GDi AMT Urban Hatchback 5-door (Euro 6E);BBG;A;Mini - Hatchback/Sedan - Generic;134;Petrol (unleaded);Combustione;Petrol;AUT;Adventurous Green (Metallizzato);Kia Tex Essential - tessuto nero;Ruotino di scorta,Vernice metallizzata;737,7;AUTOZATTI SRL : Brescello (RE);"Via Strada della Cisa 51/1
42040 Brescello
RE Italy";19/05/2026;;;;403240;Stock Open;26AG6S6K5A1LDD1CJ;Old;16/12/2025;14262,3;16/12/2025;; ; ;SI
40814048;Stock New;;;;KIA;PICANTO;KIA PICANTO 1.0 GDi AMT Urban Hatchback 5-door (Euro 6E);BBG;A;Mini - Hatchback/Sedan - Generic;134;Petrol (unleaded);Combustione;Petrol;AUT;Adventurous Green (Metallizzato);Kia Tex Essential - tessuto nero;Ruotino di scorta,Vernice metallizzata;737,7;AUTOZATTI SRL : Brescello (RE);"Via Strada della Cisa 51/1
42040 Brescello
RE Italy";04/05/2026;;;;403240;Stock Open;26AG6S6K5A1LDD1CJ;Old;16/12/2025;14262,3;16/12/2025;; ; ;SI
40815209;Stock New;;;;DS;DS 7;DS DS 7 BlueHDi 130 Automatica Performance Line Sport utility vehicle 5-door (Euro 6E) ;DSG;D-Suv;;145;Diesel;Combustione;Diesel;AUT8;Grigio Premiére metallizzato;Interni in Alcantara;Vernice metallizzata Grigio Premiére metallizzato;942,62;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";01/09/2026;;;;403240;Stock Open;26A1SX8SUTP41B0J260;Active;01/12/2025;37442,62;01/12/2025;; ; ;SI
40815219;Stock New;;;;DS;DS 7;DS DS 7 BlueHDi 130 Automatica Performance Line Sport utility vehicle 5-door (Euro 6E) ;DSG;D-Suv;;145;Diesel;Combustione;Diesel;AUT8;Nero Perla metallizzato;Interni in Alcantara;;;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";01/09/2026;;;;403240;Stock Open;26A1SX8SUTP41B0J260;Active;01/12/2025;37442,62;01/12/2025;; ; ;SI
40815422;Stock New;;;;LAND ROVER;RANGE ROVER EVOQUE;LAND ROVER RANGE ROVER EVOQUE 2.0 D165 MHEV S AWD auto Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;;171;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT9;Fuji White pastello;Interni Ebony in pelle goffrata;"Blind Spot Assist,Cerchi in lega da 19"" a 5 razze doppie con rifinitura gloss black style 5136,Drive Assist Pack,Monitor rilevamento traffico in uscita posteriore,Rear Collision Monitor,Ruota di scorta di dimensione ridotte 18"" incluso kit di montaggio,Vetri oscurati";2418,04;JAGUAR LAND ROVER ITALIA S.P.A. : Roma (RM);"Via Alessandro Marchetti 105
00148 Roma
RM Italy";27/08/2026;;;;403240;Stock Open;26B5002310192;Active;30/01/2026;44959,02;30/01/2026;; ; ;NO
40815445;Stock New;;;;LAND ROVER;RANGE ROVER EVOQUE;LAND ROVER RANGE ROVER EVOQUE 2.0 D165 MHEV S AWD auto Sport utility vehicle 5-door (Euro 6E) ;DSP;C-Suv;;171;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT9;Santorini Black metallizzato;Interni Ebony in pelle goffrata;"Blind Spot Assist,Cerchi in lega da 19"" a 5 razze doppie con rifinitura gloss black style 5136,Colore metallizzato,Drive Assist Pack,Monitor rilevamento traffico in uscita posteriore,Rear Collision Monitor,Ruota di scorta di dimensione ridotte 18"" incluso kit di montaggio,Vetri oscurati";3236,07;JAGUAR LAND ROVER ITALIA S.P.A. : Roma (RM);"Via Alessandro Marchetti 105
00148 Roma
RM Italy";24/09/2026;;;;403240;Stock Open;26B5002310192;Active;30/01/2026;44959,02;30/01/2026;; ; ;NO
40815464;Stock New;;;;LAND ROVER;DEFENDER;LAND ROVER DEFENDER D200 AWD Auto 110 S Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;224;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Carpathian grey metallizzato premium;Tessuto Resist e Resolve Ebony e interni Ebony;"Black Exterior pack,Blind Spot Assist,Cerchi in lega da 19"" a 6 razze Style 6010 in Black,Drive Assist pack,Monitoraggio collisioni posteriori,Monitoraggio del traffico in retromarcia,Portellone con chiusura assistita,Vernice metallizzata Premium,Vetri oscurati";5719,68;JAGUAR LAND ROVER ITALIA S.P.A. : Roma (RM);"Via Alessandro Marchetti 105
00148 Roma
RM Italy";05/07/2026;;;;403240;Stock Open;26A5002297989;Active;28/05/2025;58483,61;28/05/2025;30/03/2026;OPZIONATO;OPZIONATO;NO
40815465;Stock New;;;;LAND ROVER;DEFENDER;LAND ROVER DEFENDER D200 AWD Auto 110 S Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;224;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Carpathian grey metallizzato premium;Tessuto Resist e Resolve Ebony e interni Ebony;"Black Exterior pack,Blind Spot Assist,Cerchi in lega da 19"" a 6 razze Style 6010 in Black,Drive Assist pack,Monitoraggio collisioni posteriori,Monitoraggio del traffico in retromarcia,Portellone con chiusura assistita,Vernice metallizzata Premium,Vetri oscurati";5719,68;JAGUAR LAND ROVER ITALIA S.P.A. : Roma (RM);"Via Alessandro Marchetti 105
00148 Roma
RM Italy";05/07/2026;;;;403240;Stock Open;26A5002297989;Active;28/05/2025;58483,61;28/05/2025;30/03/2026;OPZIONATO;OPZIONATO;NO
40815471;Stock New;;;;LAND ROVER;DEFENDER;LAND ROVER DEFENDER D200 AWD Auto 110 S Sport utility vehicle 5-door (Euro 6E) ;FSP;D-Suv;Middle - Suv/Cross Over - Premium;224;Diesel - Electric;Altro;Diesel Mild Hybrid;AUT8;Carpathian grey metallizzato premium;Tessuto Resist e Resolve Ebony e interni Ebony;"Black Exterior pack,Blind Spot Assist,Cerchi in lega da 19"" a 6 razze Style 6010 in Black,Drive Assist pack,Monitoraggio collisioni posteriori,Monitoraggio del traffico in retromarcia,Portellone con chiusura assistita,Vernice metallizzata Premium,Vetri oscurati";5719,68;JAGUAR LAND ROVER ITALIA S.P.A. : Roma (RM);"Via Alessandro Marchetti 105
00148 Roma
RM Italy";05/07/2026;;;;403240;Stock Open;26A5002297989;Active;28/05/2025;58483,61;28/05/2025;30/03/2026;OPZIONATO;OPZIONATO;NO
40815496;Stock New;;;;PEUGEOT;2008;PEUGEOT 2008 Hybrid 145cv e-DCS6 Allure auto Cross over 5-door (Euro 6E) ;CSG;B-Suv;;111;Unleaded - Electric;Altro;Petrol Mild Hybrid;AUT6;Grigio Artense (metallizzato);Tessuto /TEP Casual Lomsa;Keyless Access & Start con funzione di prossimità,Kit di riparazione pneumatici,Vernice metallizzata;1040,98;GRUPPO MERCURIO Spa  : Torrile (PR);"Via Romagnoli 25
43056 Torrile
PR Italy";23/07/2026;;;;403240;Stock Open;25A1PP1SYPJHWB0A0H2;Active;03/02/2026;27065,57;03/02/2026;; ; ;SI
40817983;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;01/04/2026;OPZIONATO; ;SI
40818005;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818006;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818013;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818043;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818066;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818068;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";25/06/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818122;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";05/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818124;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";05/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
40818136;Stock New;;;;FIAT;PANDINA;FIAT PANDINA 1.0 FireFly 65cv S&S 6m Hybrid Icon Hatchback 5-door (Euro 6E) ;BBG;A;;112;Unleaded - Electric;Altro;Petrol Mild Hybrid;MAN6;Bianco Gelato pastello;Tessuto Nero;Bianco Gelato pastello,Kit 5 posti,Ruotino di scorta;1188,53;TRA.DE TRASPORTI E DEPOSITI S.R.L. : Patrica (FR);"Strada Provinciale Morolense km 10,700
03010 Patrica
FR Italy";05/07/2026;;;;403240;Stock Open;26A390.1PA.0;Active;13/01/2026;13032,79;13/01/2026;; ; ;SI
